1,21,1,98,820
1,97,1,118,260
1,64,1,126,670
1,12,1,126,1190
1,19,1,12,120
1,105,1,125,250
1,66,1,118,570
1,21,1,104,880
1,95,1,39,610
1,112,1,21,960
1,70,1,21,540
1,118,1,87,360
1,106,1,91,200
1,122,1,85,420
1,12,1,92,850
1,45,1,58,180
1,56,1,71,200
1,113,1,92,260
1,129,1,26,1080
1,85,1,12,780
1,111,1,97,190
1,79,1,25,590
1,61,1,57,90
1,79,1,122,480
1,30,1,124,990
1,91,1,110,240
1,62,1,28,390
1,81,1,74,120
1,112,1,107,100
1,85,1,14,760
1,14,1,67,580
1,95,1,88,120
1,114,1,108,110
1,59,1,115,610
1,20,1,72,570
1,31,1,108,820
1,55,1,76,260
1,45,1,21,290
1,90,1,81,140
1,59,1,110,560
1,122,1,22,1050
1,57,1,49,130
1,78,1,116,430
1,52,1,79,320
1,114,1,75,440
1,45,1,115,750
1,62,1,51,160
1,75,1,107,370
1,101,1,13,930
1,36,1,103,720
1,61,1,30,360
1,42,1,51,140
1,80,1,16,690
1,61,1,46,200
1,21,1,114,980
1,91,1,106,200
1,43,1,32,160
1,99,1,12,920
1,108,1,15,980
1,93,1,24,740
1,117,1,112,100
1,111,1,82,340
1,38,1,48,150
1,75,1,123,530
1,106,1,12,990
1,123,1,100,280
1,130,1,94,410
1,56,1,17,440
1,77,1,87,150
1,48,1,13,400
1,75,1,64,160
1,75,1,63,170
1,100,1,33,720
1,96,1,23,780
1,15,1,24,140
1,19,1,67,530
1,100,1,127,320
1,29,1,57,330
1,16,1,119,1080
1,76,1,112,410
1,76,1,127,560
1,25,1,31,110
1,119,1,65,590
1,104,1,121,220
1,19,1,14,100
1,97,1,26,760
1,17,1,126,1140
1,119,1,115,90
1,19,1,93,790
1,99,1,31,730
1,129,1,108,260
1,17,1,90,780
1,119,1,23,1010
1,109,1,114,100
1,16,1,107,960
1,20,1,53,380
1,60,1,68,130
1,34,1,27,120
1,60,1,101,460
1,93,1,15,830
1,41,1,130,940
1,88,1,112,290
1,127,1,86,460
1,99,1,12,920
1,101,1,88,180
1,15,1,59,490
1,87,1,81,110
1,17,1,50,380
1,56,1,109,580
1,66,1,60,110
1,47,1,69,270
1,52,1,33,240
1,26,1,116,950
1,39,1,17,270
1,129,1,81,530
1,112,1,44,730
1,47,1,120,780
1,61,1,17,490
1,50,1,109,640
1,93,1,67,310
1,91,1,86,100
1,83,1,28,600
1,33,1,59,310
1,107,1,86,260
1,21,1,19,70
1,47,1,38,140
1,89,1,14,800
1,17,1,21,90
1,14,1,77,680
1,69,1,60,140
1,84,1,56,330
1,95,1,127,370
1,59,1,52,120
1,58,1,33,300
1,110,1,31,840
1,127,1,23,1090
1,21,1,20,60
1,96,1,103,120
1,34,1,21,180
1,25,1,20,100
1,17,1,14,80
1,92,1,91,60
1,77,1,37,450
1,120,1,84,410
1,65,1,54,160
1,45,1,69,290
1,90,1,79,160
1,62,1,97,400
1,18,1,14,90
1,85,1,70,200
1,96,1,119,280
1,119,1,25,990
1,27,1,111,890
1,102,1,119,220
1,31,1,107,810
1,89,1,68,260
1,82,1,26,610
1,122,1,101,260
1,50,1,17,380
1,39,1,89,550
1,111,1,61,550
1,67,1,38,340
1,123,1,70,580
1,42,1,77,400
1,29,1,46,220
1,20,1,77,620
1,33,1,112,840
1,106,1,40,710
1,14,1,44,350
1,31,1,48,220
1,77,1,31,510
1,88,1,84,90
1,33,1,16,220
1,128,1,79,540
1,126,1,74,570
1,14,1,101,920
1,75,1,110,400
1,67,1,75,130
1,119,1,16,1080
1,12,1,49,420
1,118,1,97,260
1,90,1,46,490
1,97,1,106,140
1,93,1,105,170
1,127,1,78,540
1,34,1,17,220
1,112,1,71,460
1,95,1,131,410
1,14,1,14,50
1,23,1,72,540
1,31,1,17,190
1,57,1,19,430
1,120,1,22,1030
1,113,1,12,1060
1,87,1,100,180
1,86,1,68,230
1,105,1,69,410
1,86,1,51,400
1,89,1,32,620
1,128,1,29,1040
1,121,1,40,860
1,52,1,13,440
1,12,1,69,620
1,55,1,129,790
1,91,1,63,330
1,53,1,88,400
1,16,1,112,1010
1,13,1,96,880
1,128,1,71,620
1,36,1,77,460
1,88,1,17,760
1,30,1,104,790
1,13,1,77,690
1,40,1,79,440
1,112,1,37,800
1,93,1,106,180
1,71,1,18,580
1,101,1,88,180
1,28,1,19,140
1,102,1,19,880
1,31,1,86,600
1,118,1,23,1000
1,50,1,46,90
1,108,1,37,760
1,122,1,82,450
1,49,1,30,240
1,111,1,34,820
1,58,1,129,760
1,115,1,129,190
1,95,1,79,210
1,65,1,24,460
1,17,1,59,470
1,131,1,40,960
1,117,1,91,310
1,46,1,131,900
1,113,1,113,50
1,29,1,42,180
1,18,1,50,370
1,18,1,103,900
1,109,1,93,210
1,85,1,65,250
1,86,1,115,340
1,38,1,87,540
1,112,1,39,780
1,105,1,31,790
1,17,1,118,1060
1,21,1,130,1140
1,24,1,96,770
1,100,1,130,350
1,130,1,95,400
1,126,1,115,160
1,105,1,89,210
1,20,1,122,1070
1,114,1,48,710
1,87,1,121,390
1,128,1,22,1110
1,91,1,127,410
1,98,1,105,120
1,36,1,76,450
1,115,1,104,160
1,122,1,58,690
1,64,1,55,140
1,98,1,54,490
1,17,1,92,800
1,69,1,23,510
1,46,1,31,200
1,17,1,23,110
1,78,1,93,200
1,73,1,113,450
1,51,1,98,520
1,105,1,42,680
1,87,1,61,310
1,95,1,124,340
1,128,1,99,340
1,21,1,46,300
1,89,1,79,150
1,88,1,107,240
1,48,1,47,60
1,44,1,79,400
1,46,1,73,320
1,19,1,108,940
1,53,1,42,160
1,57,1,14,480
1,44,1,35,140
1,44,1,44,50
1,23,1,16,120
1,46,1,38,130
1,123,1,116,120
1,19,1,83,690
1,44,1,120,810
1,64,1,112,530
1,110,1,88,270
1,102,1,26,810
1,105,1,17,930
1,98,1,90,130
1,21,1,83,670
1,123,1,24,1040
1,114,1,91,280
1,98,1,17,860
1,27,1,32,100
1,92,1,30,670
1,27,1,13,190
1,48,1,14,390
1,82,1,76,110
1,14,1,20,110
1,39,1,45,110
1,20,1,42,270
1,64,1,12,570
1,77,1,75,70
1,35,1,54,240
1,122,1,37,900
1,96,1,55,460
1,12,1,43,360
1,120,1,15,1100
1,20,1,127,1120
1,51,1,60,140
1,118,1,64,590
1,19,1,98,840
1,91,1,95,90
1,101,1,104,80
1,124,1,96,330
1,72,1,112,450
1,45,1,101,610
1,127,1,12,1200
1,118,1,102,210
1,116,1,114,70
1,19,1,105,910
1,118,1,87,360
1,19,1,115,1010
1,122,1,95,320
1,17,1,87,750
1,18,1,23,100
1,131,1,62,740
1,38,1,43,100
1,87,1,131,490
1,82,1,17,700
1,79,1,67,170
1,23,1,57,390
1,55,1,100,500
1,118,1,52,710
1,16,1,63,520
1,79,1,46,380
1,12,1,114,1070
1,76,1,21,600
1,63,1,31,370
1,46,1,14,370
1,13,1,104,960
1,101,1,57,490
1,115,1,60,600
1,14,1,131,1220
1,34,1,85,560
1,44,1,22,270
1,79,1,57,270
1,31,1,130,1040
1,40,1,35,100
1,80,1,85,100
1,115,1,85,350
1,64,1,23,460
1,26,1,40,190
1,65,1,118,580
1,59,1,130,760
1,96,1,108,170
1,126,1,72,590
1,93,1,14,840
1,126,1,37,940
1,93,1,34,640
1,78,1,105,320
1,89,1,58,360
1,83,1,69,190
1,127,1,28,1040
1,33,1,13,250
1,69,1,40,340
1,79,1,107,330
1,110,1,119,140
1,117,1,94,280
1,19,1,14,100
1,121,1,55,710
1,22,1,130,1130
1,44,1,64,250
1,17,1,47,350
1,73,1,82,140
1,53,1,90,420
1,28,1,31,80
1,123,1,117,110
1,105,1,16,940
1,91,1,126,400
1,21,1,47,310
1,74,1,93,240
1,76,1,109,380
1,38,1,67,340
1,19,1,15,90
1,48,1,127,840
1,101,1,100,60
1,26,1,42,210
1,86,1,115,340
1,12,1,17,100
1,19,1,118,1040
1,121,1,48,780
1,14,1,123,1140
